trade date	scheme	security	isin	secname	deal id	trade type	units	price iso	txn net	txn gross	settle date
20251103	125	010902501	INE789E01012	EQ - JK PAPER LTD.	CF2500111250003876	BUY	50000	INR	398.7055	399.3434	20251104
20251103	125	012037701	INE102D01028	EQ - GODREJ CONSUMER PRODUCTS LTD	CF2500111250003877	SELL	25000	INR	1167.0589	1165.1917	20251104
20251103	125	012089501	INE791I01019	EQ - BRIGADE ENTERPRISES LTD.	CF2500111250003878	BUY	25000	INR	1045.7928	1047.466	20251104
20251103	128	010100301	INE038A01020	EQ - HINDALCO INDUSTRIES LTD.	CF2500111280033772	BUY	5776	INR	847.6865	848.7037	20251104
20251103	128	010200901	INE062A01020	EQ - STATE BANK OF INDIA	CF2500111280033773	BUY	16545	INR	950.1522	951.2923	20251104
20251103	128	010207501	INE237A01028	EQ - KOTAK MAHINDRA BANK LTD.	CF2500111280033774	BUY	5865	INR	2113.4418	2115.977901	20251104
20251103	128	010207901	INE296A01032	EQ - BAJAJ FINANCE LTD.	CF2500111280033775	BUY	10610	INR	1043.0905	1044.3422	20251104
20251103	128	010208201	INE721A01047	EQ - SHRIRAM FINANCE LTD	CF2500111280033776	BUY	5584	INR	796.702	797.657999	20251104
20251103	128	010213601	INE238A01034	EQ - AXIS BANK LTD.	CF2500111280033777	BUY	11420	INR	1233.9689	1235.4496	20251104
20251103	128	010216601	INE040A01034	EQ - HDFC BANK LIMITED	CF2500111280033778	BUY	60904	INR	992.6948	993.886	20251104
20251103	128	010433001	INE213A01029	EQ - OIL & NATURAL GAS CORPORATION	CF2500111280033779	BUY	15490	INR	257.5165	257.8255	20251104
20251103	128	010443401	INE059A01026	EQ - CIPLA LTD.	CF2500111280033780	BUY	2243	INR	1511.3856	1513.199198	20251104
20251103	128	010444801	INE089A01031	EQ - DR REDDYS LABORATORIES LTD.	CF2500111280033781	BUY	2430	INR	1195.853	1197.288	20251104
20251103	128	010448501	INE044A01036	EQ - SUN PHARMACEUTICALS INDUSTRIES	CF2500111280033782	BUY	4202	INR	1705.3776	1707.423999	20251104
20251103	128	010451001	INE021A01026	EQ - ASIAN PAINTS (INDIA) LTD.	CF2500111280033783	BUY	1804	INR	2512.9048	2515.920199	20251104
20251103	128	010501501	INE733E01010	EQ - NTPC LTD.	CF2500111280033784	BUY	18906	INR	335.1524	335.5545	20251104
20251103	128	010503801	INE752E01010	EQ - POWER GRID CORPORATION OF INDI	CF2500111280033785	BUY	18063	INR	287.9808	288.3263	20251104
20251103	128	010608601	INE018A01030	EQ - LARSEN & TOUBRO LTD.	CF2500111280033786	BUY	4683	INR	3980.3378	3985.1142	20251104
20251103	128	010626301	INE263A01024	EQ - BHARAT ELECTRONICS LTD.	CF2500111280033787	BUY	14283	INR	422.3074	422.8141	20251104
20251103	128	010631201	INE280A01028	EQ - TITAN COMPANY LTD.	CF2500111280033788	BUY	1645	INR	3728.2107	3732.684499	20251104
20251103	128	010653801	INE009A01021	EQ - INFOSYS LTD.	CF2500111280033789	BUY	14367	INR	1485.2674	1487.0497	20251104
20251103	128	010802201	INE081A01020	EQ - TATA STEEL LTD.	CF2500111280033790	BUY	32977	INR	182.6889	182.9081	20251104
20251103	128	010812101	INE019A01038	EQ - JSW STEEL LTD.	CF2500111280033791	BUY	3736	INR	1195.2082	1196.6424	20251104
20251103	128	011005001	INE192A01025	EQ - TATA CONSUMER PRODUCTS LTD	CF2500111280033792	BUY	2597	INR	1197.4294	1198.8663	20251104
20251103	128	011501801	INE002A01018	EQ - RELIANCE INDUSTRIES LTD.	CF2500111280033793	BUY	26995	INR	1484.876	1486.6578	20251104
20251103	128	011700501	INE047A01021	EQ - GRASIM INDUSTRIES LTD.	CF2500111280033794	BUY	1524	INR	2900.0684	2903.5484	20251104
20251103	128	011800801	INE101A01026	EQ - MAHINDRA & MAHINDRA LTD.	CF2500111280033795	BUY	3534	INR	3548.9952	3553.253901	20251104
20251103	128	011801601	INE155A01022	EQ - TATA MOTORS PASSENGER VEHICLES LTD.	CF2500111280033796	BUY	8330	INR	417.0659	417.5663	20251104
20251103	128	011804401	INE066A01021	EQ - EICHER MOTORS LTD	CF2500111280033797	BUY	548	INR	7023.1797	7031.607492	20251104
20251103	128	011901101	INE239A01024	EQ - NESTLE INDIA LTD.	CF2500111280033798	BUY	2859	INR	1266.2074	1267.726798	20251104
20251103	128	011901801	INE030A01027	EQ - HINDUSTAN UNILEVER LTD	CF2500111280033799	BUY	3539	INR	2460.0575	2463.009501	20251104
20251103	128	011902201	INE154A01025	EQ - ITC LTD.	CF2500111280033800	BUY	38420	INR	413.974	414.4707	20251104
20251103	128	011909201	INE849A01020	EQ - TRENT LIMITED	CF2500111280033801	BUY	885	INR	4714.4121	4720.069298	20251104
20251103	128	011909401	INE075A01022	EQ - WIPRO LIMITED	CF2500111280033802	BUY	11377	INR	240.5027	240.7913	20251104
20251103	128	011912701	INE437A01024	EQ - APOLLO HOSPITALS ENTERPRISE LT	CF2500111280033803	BUY	403	INR	7825.005	7834.395	20251104
